Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:51:46Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:14Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.9921875 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:14Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.7937500000000001 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:15Z , 0.0 , -0.9296875 , -0.26953125  , -1.0 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:15Z , 0.0 , -0.9296875 , -0.26953125  , -0.8 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:16Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:16Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:17Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:18Z , 0.0 , -0.91796875 , -0.26953125  , -1.0 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:17Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:18Z , 0.0 , -0.91796875 , -0.26953125  , -0.8 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:19Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:19Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:20Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:20Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:22Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.9921875 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:22Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.7937500000000001 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:23Z , 0.0 , -0.91796875 , -0.26953125  , -1.0 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:23Z , 0.0 , -0.91796875 , -0.26953125  , -0.8 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:24Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:24Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:25Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.9921875 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:25Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.7937500000000001 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:25Z , 0.0 , -0.9296875 , -0.26953125  , -1.0 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:25Z , 0.0 , -0.9296875 , -0.26953125  , -0.8 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:26Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:27Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:26Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:27Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:28Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:28Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:29Z , 0.0 , -0.91796875 , -0.26953125  , -1.0 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:29Z , 0.0 , -0.91796875 , -0.26953125  , -0.8 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:30Z , 0.0 , -0.9296875 , -0.26953125  , -1.0 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:30Z , 0.0 , -0.9296875 , -0.26953125  , -0.8 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:31Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:31Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:32Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.9921875 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:32Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.7937500000000001 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:33Z , 0.0 , -0.91796875 , -0.26953125  , -1.0 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:33Z , 0.0 , -0.91796875 , -0.26953125  , -0.8 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:34Z , 0.0 , -0.9296875 , -0.26953125  , -1.0 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:34Z , 0.0 , -0.9296875 , -0.26953125  , -0.8 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:35Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:35Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:36Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:36Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:37Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:37Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:38Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:38Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:39Z , 0.0 , -0.9296875 , -0.26953125  , -1.0 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:39Z , 0.0 , -0.9296875 , -0.26953125  , -0.8 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:40Z , 0.0 , -0.9296875 , -0.26953125  , -1.0 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:40Z , 0.0 , -0.9296875 , -0.26953125  , -0.8 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:41Z , 0.0 , -0.9296875 , -0.26953125  , -1.0 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:41Z , 0.0 , -0.9296875 , -0.26953125  , -0.8 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:42Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:42Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:43Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.9921875 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:43Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.7937500000000001 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:44Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:44Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:44Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:45Z , 0.0 , -0.9296875 , -0.27734375  , -1.0 , 0.6140625000000001 , -1.27734375
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:44Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:45Z , 0.0 , -0.9296875 , -0.27734375  , -0.8 , 0.3053125000000001 , -1.021875
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:47Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.9921875 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:47Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.7937500000000001 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:48Z , 0.0 , -0.9296875 , -0.26953125  , -1.0 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:48Z , 0.0 , -0.9296875 , -0.26953125  , -0.8 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:49Z , 0.0078125 , -0.91796875 , -0.27734375  , -0.9921875 , 0.61640625 , -1.27734375
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:49Z , 0.0078125 , -0.91796875 , -0.27734375  , -0.7937500000000001 , 0.30953125000000004 , -1.021875
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:50Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.9921875 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:50Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.7937500000000001 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:51Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.9921875 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:51Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.7937500000000001 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:52Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:52Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:53Z , 0.0 , -0.9296875 , -0.26953125  , -1.0 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:53Z , 0.0 , -0.9296875 , -0.26953125  , -0.8 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:53Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:54Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:53Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:54Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:55Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:55Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:56Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:56Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:58Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:58Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:59Z , 0.0 , -0.91796875 , -0.26953125  , -1.0 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:52:59Z , 0.0 , -0.91796875 , -0.26953125  , -0.8 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:53:00Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:53:00Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:53:01Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:53:01Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:53:03Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.9921875 , 0.6140625000000001 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:53:04Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.9921875 , 0.61640625 , -1.26953125
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:53:03Z , 0.0078125 , -0.9296875 , -0.26953125  , -0.7937500000000001 , 0.3053125000000001 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:53:04Z , 0.0078125 , -0.91796875 , -0.26953125  , -0.7937500000000001 , 0.30953125000000004 , -1.015625
Mac= AC233FA229DB , TimeStamp= 2021-01-07T21:53:05Z , 0.0 , -0.9296875 , -0.26953125  , -1.0 , 0.6140625000000001 , -1.26953125
